S/N,Order_Date,TransactionID,CustomerID,ProductID,Quantity_Supplied,Discount(%)
1273,12/12/2019,DCLPS/1827,DCP/pop/5648,DCCP/Class M/1552,57,5
1274,12/12/2019,DCLPS/1828,DCP/pop/5512,DCCP/Class J /1494,108,3
1275,12/12/2019,DCLPS/1829,DCP/pop/5547,DCCP/Class J /1488,156,8
1276,12/12/2019,DCLPS/1830,DCP/pop/5581,DCCP/Class J /1494,156,2
1277,12/12/2019,DCLPS/1831,DCP/pop/5646,DCCP/Class J /1482,158,10
1278,12/12/2019,DCLPS/1832,DCP/pop/5591,DCCP/Class A/1476,230,3
1279,12/12/2019,DCLPS/1833,DCP/pop/5507,DCCP/Class A/1487,45,1
1280,12/12/2019,DCLPS/1834,DCP/pop/5590,DCCP/Class A/1477,56,6
1281,12/12/2019,DCLPS/1835,DCP/pop/5635,DCCP/Class A/1487,196,10
1282,12/12/2019,DCLPS/1836,DCP/pop/5493,DCCP/Class J /1488,292,8
1283,12/12/2019,DCLPS/1837,DCP/pop/5512,DCCP/Class A/1484,127,9
1284,12/12/2019,DCLPS/1838,DCP/pop/5554,DCCP/Class J /1494,296,7
1285,12/17/2019,DCLPS/1839,DCP/pop/5606,DCCP/Class J /1538,129,5
1286,12/17/2019,DCLPS/1840,DCP/pop/5610,DCCP/Class J /1475,124,8
1287,12/17/2019,DCLPS/1841,DCP/pop/5631,DCCP/Class J /1493,75,5
1288,12/17/2019,DCLPS/1842,DCP/pop/5491,DCCP/Class J /1483,48,4
1289,12/17/2019,DCLPS/1843,DCP/pop/5652,DCCP/Class A/1536,164,7
1290,12/17/2019,DCLPS/1844,DCP/pop/5551,DCCP/Class WT/1553,14,0
1291,12/17/2019,DCLPS/1845,DCP/pop/5555,DCCP/Class V/1505,85,6
1292,12/17/2019,DCLPS/1846,DCP/pop/5559,DCCP/Class V/1541,151,2
1293,12/17/2019,DCLPS/1847,DCP/pop/5570,DCCP/Class H/1491,143,10
1294,12/17/2019,DCLPS/1848,DCP/pop/5483,DCCP/Class J /1488,282,9
1295,12/17/2019,DCLPS/1849,DCP/pop/5526,DCCP/Class J /1549,231,3
1296,12/17/2019,DCLPS/1850,DCP/pop/5646,DCCP/Class J /1494,13,10
1297,12/17/2019,DCLPS/1851,DCP/pop/5585,DCCP/Class J /1537,41,6
1298,12/17/2019,DCLPS/1852,DCP/pop/5511,DCCP/Class M/1486,92,4
1299,12/17/2019,DCLPS/1853,DCP/pop/5529,DCCP/Class J /1488,231,4
1300,12/17/2019,DCLPS/1854,DCP/pop/5489,DCCP/Class J /1549,218,0
1301,12/17/2019,DCLPS/1855,DCP/pop/5478,DCCP/Class J /1482,201,8
1302,12/17/2019,DCLPS/1856,DCP/pop/5515,DCCP/Class A/1536,165,7
1303,12/17/2019,DCLPS/1857,DCP/pop/5615,DCCP/Class A/1484,5,5
1304,12/17/2019,DCLPS/1858,DCP/pop/5533,DCCP/Class J /1489,252,1
1305,12/17/2019,DCLPS/1859,DCP/pop/5629,DCCP/Class J /1481,287,6
1306,12/18/2019,DCLPS/1860,DCP/pop/5633,DCCP/Class J /1488,147,0
1307,12/18/2019,DCLPS/1861,DCP/pop/5575,DCCP/Class A/1484,147,4
1308,12/18/2019,DCLPS/1862,DCP/pop/5494,DCCP/Class J /1483,117,8
1309,12/18/2019,DCLPS/1863,DCP/pop/5490,DCCP/Class J /1489,63,4
1310,12/18/2019,DCLPS/1864,DCP/pop/5535,DCCP/Class J /1483,132,3
1311,12/18/2019,DCLPS/1865,DCP/pop/5503,DCCP/Class A/1536,77,4
1312,12/18/2019,DCLPS/1866,DCP/pop/5604,DCCP/Class A/1476,2,10
1313,12/18/2019,DCLPS/1867,DCP/pop/5572,DCCP/Class A/1536,104,8
1314,12/18/2019,DCLPS/1868,DCP/pop/5624,DCCP/Class J /1483,158,5
1315,12/18/2019,DCLPS/1869,DCP/pop/5563,DCCP/Class A/1477,288,4
1316,12/18/2019,DCLPS/1870,DCP/pop/5617,DCCP/Class J /1488,174,6
1317,12/18/2019,DCLPS/1871,DCP/pop/5627,DCCP/Class J /1494,242,9
1318,12/18/2019,DCLPS/1872,DCP/pop/5616,DCCP/Class J /1483,7,0
1319,12/19/2019,DCLPS/1873,DCP/pop/5647,DCCP/Class WT/1478,277,4
1320,12/19/2019,DCLPS/1874,DCP/pop/5521,DCCP/Class J /1488,95,1
1321,12/19/2019,DCLPS/1875,DCP/pop/5642,DCCP/Class A/1477,65,3
1322,12/19/2019,DCLPS/1876,DCP/pop/5573,DCCP/Class A/1485,148,2
1323,12/19/2019,DCLPS/1877,DCP/pop/5612,DCCP/Class WT/1478,100,5
1324,12/24/2019,DCLPS/1878,DCP/pop/5510,DCCP/Class J /1488,114,10
1325,12/24/2019,DCLPS/1879,DCP/pop/5548,DCCP/Class J /1515,242,8
1326,12/30/2019,DCLPS/1880,DCP/pop/5583,DCCP/Class WT/1478,241,9
1327,12/30/2019,DCLPS/1881,DCP/pop/5538,DCCP/Class A/1476,173,9
1328,12/30/2019,DCLPS/1882,DCP/pop/5638,DCCP/Class J /1525,4,9
1329,12/30/2019,DCLPS/1883,DCP/pop/5547,DCCP/Class A/1487,104,1
1330,12/30/2019,DCLPS/1884,DCP/pop/5607,DCCP/Class A/1477,233,2
1331,12/30/2019,DCLPS/1885,DCP/pop/5612,DCCP/Class A/1485,281,10
1332,12/30/2019,DCLPS/1886,DCP/pop/5574,DCCP/Class J /1488,131,7
1333,12/30/2019,DCLPS/1887,DCP/pop/5626,DCCP/Class J /1482,28,1
1334,12/31/2019,DCLPS/1888,DCP/pop/5501,DCCP/Class J /1488,164,1
1335,12/31/2019,DCLPS/1889,DCP/pop/5573,DCCP/Class J /1488,127,4
1336,12/31/2019,DCLPS/1890,DCP/pop/5622,DCCP/Class J /1488,141,6
1337,1/3/2020,DCLPS/1891,DCP/pop/5528,DCCP/Class J /1483,193,5
1338,1/3/2020,DCLPS/1892,DCP/pop/5602,DCCP/Class J /1483,56,7
1339,1/6/2020,DCLPS/1893,DCP/pop/5620,DCCP/Class J /1489,262,3
1340,1/6/2020,DCLPS/1894,DCP/pop/5478,DCCP/Class J /1483,111,7
1341,1/6/2020,DCLPS/1895,DCP/pop/5515,DCCP/Class H/1512,288,1
1342,1/6/2020,DCLPS/1896,DCP/pop/5513,DCCP/Class A/1476,256,4
1343,1/6/2020,DCLPS/1897,DCP/pop/5555,DCCP/Class J /1483,164,8
1344,1/7/2020,DCLPS/1898,DCP/pop/5598,DCCP/Class H/1513,257,0
1345,1/7/2020,DCLPS/1899,DCP/pop/5496,DCCP/Class A/1484,147,4
1346,1/7/2020,DCLPS/1900,DCP/pop/5632,DCCP/Class J /1488,48,7
1347,1/8/2020,DCLPS/1901,DCP/pop/5537,DCCP/Class J /1483,43,1
1348,1/9/2020,DCLPS/1902,DCP/pop/5485,DCCP/Class A/1536,128,1
1349,1/9/2020,DCLPS/1903,DCP/pop/5494,DCCP/Class J /1475,30,9
1350,1/9/2020,DCLPS/1904,DCP/pop/5537,DCCP/Class A/1536,102,9
1351,1/9/2020,DCLPS/1905,DCP/pop/5616,DCCP/Class WT/1478,1,6
1352,1/9/2020,DCLPS/1906,DCP/pop/5526,DCCP/Class WT/1478,47,1
1353,1/9/2020,DCLPS/1907,DCP/pop/5569,DCCP/Class A/1476,247,3
1354,1/9/2020,DCLPS/1908,DCP/pop/5630,DCCP/Class H/1512,213,1
1355,1/9/2020,DCLPS/1909,DCP/pop/5526,DCCP/Class H/1511,298,7
1356,1/9/2020,DCLPS/1910,DCP/pop/5507,DCCP/Class A/1477,267,3
1357,1/9/2020,DCLPS/1911,DCP/pop/5507,DCCP/Class A/1485,27,7
1358,1/9/2020,DCLPS/1912,DCP/pop/5655,DCCP/Class J /1488,165,5
1359,1/9/2020,DCLPS/1913,DCP/pop/5643,DCCP/Class A/1536,293,2
1360,1/9/2020,DCLPS/1914,DCP/pop/5632,DCCP/Class J /1488,38,0
1361,1/9/2020,DCLPS/1915,DCP/pop/5509,DCCP/Class H/1491,234,4
1362,1/9/2020,DCLPS/1916,DCP/pop/5571,DCCP/Class V/1505,190,3
1363,1/9/2020,DCLPS/1917,DCP/pop/5640,DCCP/Class H/1512,187,9
1364,1/9/2020,DCLPS/1918,DCP/pop/5572,DCCP/Class H/1511,24,2
1365,1/9/2020,DCLPS/1919,DCP/pop/5635,DCCP/Class WT/1478,88,7
1366,1/10/2020,DCLPS/1920,DCP/pop/5595,DCCP/Class J /1481,1,6
1367,1/10/2020,DCLPS/1921,DCP/pop/5611,DCCP/Class J /1488,127,2
1368,1/14/2020,DCLPS/1922,DCP/pop/5556,DCCP/Class J /1489,36,7
1369,1/14/2020,DCLPS/1923,DCP/pop/5579,DCCP/Class J /1483,251,10
1370,1/14/2020,DCLPS/1924,DCP/pop/5621,DCCP/Class H/1491,120,4
1371,1/14/2020,DCLPS/1925,DCP/pop/5652,DCCP/Class V/1544,12,6
1372,1/14/2020,DCLPS/1926,DCP/pop/5490,DCCP/Class WT/1478,133,7
1373,1/14/2020,DCLPS/1927,DCP/pop/5549,DCCP/Class H/1491,98,0
1374,1/14/2020,DCLPS/1928,DCP/pop/5564,DCCP/Class J /1488,264,8
1375,1/14/2020,DCLPS/1929,DCP/pop/5633,DCCP/Class J /1494,274,4
1376,1/16/2020,DCLPS/1930,DCP/pop/5625,DCCP/Class J /1489,163,10
1377,1/16/2020,DCLPS/1931,DCP/pop/5584,DCCP/Class J /1538,254,8
1378,1/16/2020,DCLPS/1932,DCP/pop/5517,DCCP/Class J /1475,268,8
1379,1/16/2020,DCLPS/1933,DCP/pop/5623,DCCP/Class J /1481,156,9
1380,1/16/2020,DCLPS/1934,DCP/pop/5607,DCCP/Class J /1483,5,6
1381,1/16/2020,DCLPS/1935,DCP/pop/5570,DCCP/Class A/1476,78,2
1382,1/16/2020,DCLPS/1936,DCP/pop/5588,DCCP/Class V/1504,235,1
1383,1/16/2020,DCLPS/1937,DCP/pop/5606,DCCP/Class A/1485,289,0
1384,1/16/2020,DCLPS/1938,DCP/pop/5570,DCCP/Class A/1476,112,9
1385,1/16/2020,DCLPS/1939,DCP/pop/5534,DCCP/Class A/1487,142,2
1386,1/16/2020,DCLPS/1940,DCP/pop/5593,DCCP/Class J /1535,25,6
1387,1/16/2020,DCLPS/1941,DCP/pop/5540,DCCP/Class J /1494,237,4
1388,1/16/2020,DCLPS/1942,DCP/pop/5519,DCCP/Class M/1534,170,6
1389,1/16/2020,DCLPS/1943,DCP/pop/5512,DCCP/Class M/1533,61,0
1390,1/17/2020,DCLPS/1944,DCP/pop/5654,DCCP/Class A/1477,193,0
1391,1/17/2020,DCLPS/1945,DCP/pop/5548,DCCP/Class A/1485,127,3
1392,1/17/2020,DCLPS/1946,DCP/pop/5544,DCCP/Class A/1487,110,9
1393,1/17/2020,DCLPS/1947,DCP/pop/5547,DCCP/Class J /1538,27,1
1394,1/17/2020,DCLPS/1948,DCP/pop/5562,DCCP/Class J /1482,8,4
1395,1/17/2020,DCLPS/1949,DCP/pop/5619,DCCP/Class J /1488,235,6
1396,1/17/2020,DCLPS/1950,DCP/pop/5533,DCCP/Class J /1494,291,8
1397,1/17/2020,DCLPS/1951,DCP/pop/5504,DCCP/Class J /1483,12,3
1398,1/17/2020,DCLPS/1952,DCP/pop/5522,DCCP/Class A/1476,120,5
1399,1/17/2020,DCLPS/1953,DCP/pop/5647,DCCP/Class A/1487,251,3
1400,1/20/2020,DCLPS/1954,DCP/pop/5605,DCCP/Class A/1476,259,10
1401,1/20/2020,DCLPS/1955,DCP/pop/5510,DCCP/Class H/1491,31,0
1402,1/20/2020,DCLPS/1956,DCP/pop/5581,DCCP/Class J /1494,177,3
1403,1/20/2020,DCLPS/1957,DCP/pop/5614,DCCP/Class J /1493,98,0
1404,1/20/2020,DCLPS/1958,DCP/pop/5659,DCCP/Class J /1493,268,4
1405,1/20/2020,DCLPS/1959,DCP/pop/5505,DCCP/Class J /1482,122,2
1406,1/21/2020,DCLPS/1960,DCP/pop/5623,DCCP/Class M/1533,138,8
1407,1/22/2020,DCLPS/1961,DCP/pop/5565,DCCP/Class A/1487,226,9
1408,1/22/2020,DCLPS/1962,DCP/pop/5502,DCCP/Class H/1491,122,7
1409,1/22/2020,DCLPS/1963,DCP/pop/5510,DCCP/Class A/1476,147,2
1410,1/27/2020,DCLPS/1964,DCP/pop/5510,DCCP/Class A/1487,294,1
1411,1/27/2020,DCLPS/1965,DCP/pop/5641,DCCP/Class V/1541,230,2
1412,1/29/2020,DCLPS/1966,DCP/pop/5565,DCCP/Class H/1512,245,10
1413,1/29/2020,DCLPS/1967,DCP/pop/5529,DCCP/Class WT/1492,225,5
1414,1/29/2020,DCLPS/1968,DCP/pop/5592,DCCP/Class A/1484,85,9
1415,1/30/2020,DCLPS/1969,DCP/pop/5567,DCCP/Class H/1512,28,7
1416,1/31/2020,DCLPS/1970,DCP/pop/5563,DCCP/Class H/1491,154,8
1417,1/31/2020,DCLPS/1971,DCP/pop/5492,DCCP/Class J /1488,34,8
1418,1/31/2020,DCLPS/1972,DCP/pop/5500,DCCP/Class J /1488,203,6
1419,1/31/2020,DCLPS/1973,DCP/pop/5509,DCCP/Class A/1477,176,5
1420,1/31/2020,DCLPS/1974,DCP/pop/5582,DCCP/Class A/1485,264,2
1421,1/31/2020,DCLPS/1975,DCP/pop/5608,DCCP/Class A/1487,251,0
1422,1/31/2020,DCLPS/1976,DCP/pop/5517,DCCP/Class A/1476,82,4
1423,1/31/2020,DCLPS/1977,DCP/pop/5538,DCCP/Class J /1488,223,6
1424,1/31/2020,DCLPS/1978,DCP/pop/5551,DCCP/Class J /1488,108,4
1425,1/31/2020,DCLPS/1979,DCP/pop/5560,DCCP/Class J /1488,196,7
1426,1/31/2020,DCLPS/1980,DCP/pop/5599,DCCP/Class A/1477,181,4
1427,1/31/2020,DCLPS/1981,DCP/pop/5501,DCCP/Class J /1488,1,1
1428,1/31/2020,DCLPS/1982,DCP/pop/5659,DCCP/Class A/1477,45,1
1429,1/31/2020,DCLPS/1983,DCP/pop/5510,DCCP/Class J /1475,294,4
1430,1/31/2020,DCLPS/1984,DCP/pop/5632,DCCP/Class A/1487,112,3
1431,1/31/2020,DCLPS/1985,DCP/pop/5561,DCCP/Class J /1483,193,9
1432,1/31/2020,DCLPS/1986,DCP/pop/5525,DCCP/Class H/1491,201,6
1433,1/31/2020,DCLPS/1987,DCP/pop/5512,DCCP/Class A/1477,198,1
1434,1/31/2020,DCLPS/1988,DCP/pop/5647,DCCP/Class J /1483,54,9
1435,1/31/2020,DCLPS/1989,DCP/pop/5500,DCCP/Class J /1488,9,8
1436,1/31/2020,DCLPS/1990,DCP/pop/5653,DCCP/Class M/1530,288,10
1437,1/31/2020,DCLPS/1991,DCP/pop/5655,DCCP/Class J /1488,106,10
1438,1/31/2020,DCLPS/1992,DCP/pop/5553,DCCP/Class J /1483,32,7
1439,1/31/2020,DCLPS/1993,DCP/pop/5625,DCCP/Class H/1512,167,9
1440,1/31/2020,DCLPS/1994,DCP/pop/5563,DCCP/Class H/1511,246,2
1441,1/31/2020,DCLPS/1995,DCP/pop/5556,DCCP/Class H/1491,39,7
1442,1/31/2020,DCLPS/1996,DCP/pop/5598,DCCP/Class A/1487,239,8
1443,1/31/2020,DCLPS/1997,DCP/pop/5633,DCCP/Class A/1476,219,8
1444,1/31/2020,DCLPS/1998,DCP/pop/5483,DCCP/Class J /1537,36,10
1445,1/31/2020,DCLPS/1999,DCP/pop/5596,DCCP/Class J /1488,199,3
1446,1/31/2020,DCLPS/2000,DCP/pop/5561,DCCP/Class J /1488,157,6
1447,1/31/2020,DCLPS/2001,DCP/pop/5598,DCCP/Class A/1485,262,6
1448,1/31/2020,DCLPS/2002,DCP/pop/5598,DCCP/Class J /1488,199,10
1449,1/31/2020,DCLPS/2003,DCP/pop/5597,DCCP/Class V/1505,290,8
1450,1/31/2020,DCLPS/2004,DCP/pop/5489,DCCP/Class A/1484,41,6
1451,1/31/2020,DCLPS/2005,DCP/pop/5529,DCCP/Class J /1488,127,6
1452,1/31/2020,DCLPS/2006,DCP/pop/5603,DCCP/Class A/1476,136,5
1453,1/31/2020,DCLPS/2007,DCP/pop/5504,DCCP/Class A/1485,105,4
1454,1/31/2020,DCLPS/2008,DCP/pop/5622,DCCP/Class J /1488,130,5
1455,1/31/2020,DCLPS/2009,DCP/pop/5594,DCCP/Class J /1489,291,3
1456,1/31/2020,DCLPS/2010,DCP/pop/5576,DCCP/Class J /1489,217,5
1457,2/4/2020,DCLPS/2011,DCP/pop/5557,DCCP/Class A/1487,87,9
1458,2/4/2020,DCLPS/2012,DCP/pop/5502,DCCP/Class J /1488,40,0
1459,2/4/2020,DCLPS/2013,DCP/pop/5618,DCCP/Class H/1512,297,9
1460,2/4/2020,DCLPS/2014,DCP/pop/5563,DCCP/Class H/1550,239,8
1461,2/4/2020,DCLPS/2015,DCP/pop/5521,DCCP/Class A/1477,63,10
1462,2/6/2020,DCLPS/2016,DCP/pop/5552,DCCP/Class A/1477,176,5
1463,2/6/2020,DCLPS/2017,DCP/pop/5637,DCCP/Class J /1483,115,1
1464,2/6/2020,DCLPS/2018,DCP/pop/5569,DCCP/Class H/1512,17,0
1465,2/10/2020,DCLPS/2019,DCP/pop/5494,DCCP/Class A/1485,74,8
1466,2/10/2020,DCLPS/2020,DCP/pop/5650,DCCP/Class A/1487,76,6
1467,2/10/2020,DCLPS/2021,DCP/pop/5497,DCCP/Class J /1489,151,5
1468,2/10/2020,DCLPS/2022,DCP/pop/5508,DCCP/Class J /1494,132,5
1469,2/10/2020,DCLPS/2023,DCP/pop/5635,DCCP/Class J /1481,237,3
1470,2/10/2020,DCLPS/2024,DCP/pop/5507,DCCP/Class A/1476,96,1
1471,2/10/2020,DCLPS/2025,DCP/pop/5623,DCCP/Class M/1530,2,6
1472,2/10/2020,DCLPS/2026,DCP/pop/5495,DCCP/Class V/1505,63,0
1473,2/10/2020,DCLPS/2027,DCP/pop/5638,DCCP/Class V/1544,76,5
1474,2/10/2020,DCLPS/2028,DCP/pop/5517,DCCP/Class V/1541,197,3
1475,2/11/2020,DCLPS/2029,DCP/pop/5571,DCCP/Class J /1494,9,3
1476,2/11/2020,DCLPS/2030,DCP/pop/5517,DCCP/Class H/1491,81,4
1477,2/11/2020,DCLPS/2031,DCP/pop/5590,DCCP/Class J /1515,252,9
1478,2/11/2020,DCLPS/2032,DCP/pop/5513,DCCP/Class A/1487,113,7
1479,2/11/2020,DCLPS/2033,DCP/pop/5645,DCCP/Class H/1491,16,3
1480,2/11/2020,DCLPS/2034,DCP/pop/5513,DCCP/Class J /1515,225,2
1481,2/11/2020,DCLPS/2035,DCP/pop/5604,DCCP/Class A/1485,241,6
1482,2/13/2020,DCLPS/2036,DCP/pop/5518,DCCP/Class V/1544,252,9
1483,2/13/2020,DCLPS/2037,DCP/pop/5534,DCCP/Class V/1544,160,5
1484,2/13/2020,DCLPS/2038,DCP/pop/5649,DCCP/Class J /1475,209,9
1485,2/14/2020,DCLPS/2039,DCP/pop/5617,DCCP/Class H/1491,109,7
1486,2/14/2020,DCLPS/2040,DCP/pop/5536,DCCP/Class A/1487,23,5
1487,2/14/2020,DCLPS/2041,DCP/pop/5637,DCCP/Class H/1517,155,2
1488,2/14/2020,DCLPS/2042,DCP/pop/5603,DCCP/Class H/1513,108,5
1489,2/14/2020,DCLPS/2043,DCP/pop/5481,DCCP/Class A/1477,30,8
1490,2/14/2020,DCLPS/2044,DCP/pop/5573,DCCP/Class H/1491,44,5
1491,2/17/2020,DCLPS/2045,DCP/pop/5566,DCCP/Class J /1483,104,0
1492,2/20/2020,DCLPS/2046,DCP/pop/5480,DCCP/Class J /1475,225,10
1493,2/20/2020,DCLPS/2047,DCP/pop/5553,DCCP/Class H/1491,75,0
1494,2/24/2020,DCLPS/2048,DCP/pop/5569,DCCP/Class J /1483,94,6
1495,2/24/2020,DCLPS/2049,DCP/pop/5536,DCCP/Class A/1487,121,4
1496,2/24/2020,DCLPS/2050,DCP/pop/5559,DCCP/Class A/1476,88,2
1497,2/24/2020,DCLPS/2051,DCP/pop/5548,DCCP/Class J /1494,11,4
1498,2/24/2020,DCLPS/2052,DCP/pop/5573,DCCP/Class H/1511,6,1
1499,2/24/2020,DCLPS/2053,DCP/pop/5594,DCCP/Class H/1491,117,2
1500,2/24/2020,DCLPS/2054,DCP/pop/5638,DCCP/Class J /1483,208,7
1501,2/25/2020,DCLPS/2055,DCP/pop/5630,DCCP/Class H/1510,4,2
1502,2/25/2020,DCLPS/2056,DCP/pop/5561,DCCP/Class H/1512,18,3
1503,2/25/2020,DCLPS/2057,DCP/pop/5552,DCCP/Class H/1511,152,0
1504,2/25/2020,DCLPS/2058,DCP/pop/5510,DCCP/Class H/1491,79,4
1505,2/26/2020,DCLPS/2059,DCP/pop/5631,DCCP/Class H/1512,131,4
1506,2/26/2020,DCLPS/2060,DCP/pop/5634,DCCP/Class J /1483,122,10
1507,2/27/2020,DCLPS/2061,DCP/pop/5609,DCCP/Class M/1528,133,8
1508,2/28/2020,DCLPS/2062,DCP/pop/5534,DCCP/Class A/1487,147,9
1509,2/28/2020,DCLPS/2063,DCP/pop/5610,DCCP/Class A/1476,263,1
1510,2/28/2020,DCLPS/2064,DCP/pop/5533,DCCP/Class J /1488,106,5
1511,2/28/2020,DCLPS/2065,DCP/pop/5583,DCCP/Class J /1538,79,8
1512,2/28/2020,DCLPS/2066,DCP/pop/5656,DCCP/Class J /1475,82,7
1513,2/28/2020,DCLPS/2067,DCP/pop/5643,DCCP/Class H/1491,296,9
1514,2/28/2020,DCLPS/2068,DCP/pop/5580,DCCP/Class J /1483,126,0
1515,2/28/2020,DCLPS/2069,DCP/pop/5619,DCCP/Class J /1489,220,1
1516,2/28/2020,DCLPS/2070,DCP/pop/5601,DCCP/Class A/1476,80,2
1517,2/28/2020,DCLPS/2071,DCP/pop/5654,DCCP/Class H/1491,179,8
1518,2/28/2020,DCLPS/2072,DCP/pop/5580,DCCP/Class A/1477,165,4
1519,2/28/2020,DCLPS/2073,DCP/pop/5479,DCCP/Class A/1485,245,5
1520,2/28/2020,DCLPS/2074,DCP/pop/5586,DCCP/Class H/1491,207,7
1521,2/28/2020,DCLPS/2075,DCP/pop/5549,DCCP/Class A/1487,59,10
1522,2/28/2020,DCLPS/2076,DCP/pop/5635,DCCP/Class A/1476,43,10
1523,2/28/2020,DCLPS/2077,DCP/pop/5642,DCCP/Class J /1494,171,5
1524,2/28/2020,DCLPS/2078,DCP/pop/5562,DCCP/Class J /1488,32,7
1525,2/28/2020,DCLPS/2079,DCP/pop/5642,DCCP/Class H/1491,96,0
1526,2/28/2020,DCLPS/2080,DCP/pop/5640,DCCP/Class J /1483,21,0
1527,2/28/2020,DCLPS/2081,DCP/pop/5513,DCCP/Class J /1515,10,2
1528,2/28/2020,DCLPS/2082,DCP/pop/5602,DCCP/Class A/1477,112,0
1529,2/28/2020,DCLPS/2083,DCP/pop/5534,DCCP/Class J /1488,280,5
1530,2/28/2020,DCLPS/2084,DCP/pop/5533,DCCP/Class A/1476,116,7
1531,2/28/2020,DCLPS/2085,DCP/pop/5532,DCCP/Class J /1515,40,7
1532,2/28/2020,DCLPS/2086,DCP/pop/5563,DCCP/Class H/1513,224,7
1533,2/28/2020,DCLPS/2087,DCP/pop/5583,DCCP/Class J /1483,173,4
1534,2/28/2020,DCLPS/2088,DCP/pop/5656,DCCP/Class J /1549,229,10
1535,2/28/2020,DCLPS/2089,DCP/pop/5563,DCCP/Class J /1537,173,5
1536,2/28/2020,DCLPS/2090,DCP/pop/5658,DCCP/Class H/1491,204,4
1537,2/28/2020,DCLPS/2091,DCP/pop/5506,DCCP/Class A/1487,203,2
1538,2/28/2020,DCLPS/2092,DCP/pop/5602,DCCP/Class A/1476,65,9
1539,2/28/2020,DCLPS/2093,DCP/pop/5497,DCCP/Class J /1494,62,7
1540,2/28/2020,DCLPS/2094,DCP/pop/5613,DCCP/Class J /1483,44,9
1541,2/28/2020,DCLPS/2095,DCP/pop/5582,DCCP/Class H/1491,245,10
1542,2/28/2020,DCLPS/2096,DCP/pop/5634,DCCP/Class J /1488,24,0
1543,2/28/2020,DCLPS/2097,DCP/pop/5597,DCCP/Class J /1483,291,0
1544,2/28/2020,DCLPS/2098,DCP/pop/5563,DCCP/Class A/1476,209,7
1545,2/28/2020,DCLPS/2099,DCP/pop/5563,DCCP/Class H/1491,42,4
1546,2/28/2020,DCLPS/2100,DCP/pop/5603,DCCP/Class A/1487,46,5
1547,2/28/2020,DCLPS/2101,DCP/pop/5535,DCCP/Class A/1485,190,10
1548,2/28/2020,DCLPS/2102,DCP/pop/5618,DCCP/Class A/1477,207,1
1549,2/28/2020,DCLPS/2103,DCP/pop/5633,DCCP/Class J /1488,48,5
1550,2/28/2020,DCLPS/2104,DCP/pop/5500,DCCP/Class J /1515,65,5
1551,2/28/2020,DCLPS/2105,DCP/pop/5623,DCCP/Class H/1491,77,2
1552,2/28/2020,DCLPS/2106,DCP/pop/5595,DCCP/Class H/1511,184,7
1553,2/28/2020,DCLPS/2107,DCP/pop/5486,DCCP/Class H/1512,55,5
1554,2/28/2020,DCLPS/2108,DCP/pop/5579,DCCP/Class A/1477,114,5
1555,2/28/2020,DCLPS/2109,DCP/pop/5580,DCCP/Class A/1485,161,3
1556,2/28/2020,DCLPS/2110,DCP/pop/5574,DCCP/Class J /1488,195,1
1557,2/28/2020,DCLPS/2111,DCP/pop/5643,DCCP/Class J /1515,177,5
1558,2/28/2020,DCLPS/2112,DCP/pop/5631,DCCP/Class H/1512,296,5
1559,2/28/2020,DCLPS/2113,DCP/pop/5602,DCCP/Class H/1491,16,1
1560,2/28/2020,DCLPS/2114,DCP/pop/5525,DCCP/Class WT/1492,151,8
1561,2/28/2020,DCLPS/2115,DCP/pop/5645,DCCP/Class H/1550,25,10
1562,2/28/2020,DCLPS/2116,DCP/pop/5497,DCCP/Class H/1511,264,2
1563,2/28/2020,DCLPS/2117,DCP/pop/5516,DCCP/Class A/1476,213,4
1564,2/28/2020,DCLPS/2118,DCP/pop/5646,DCCP/Class A/1487,218,3
1565,2/28/2020,DCLPS/2119,DCP/pop/5595,DCCP/Class J /1488,195,1
1566,2/28/2020,DCLPS/2120,DCP/pop/5563,DCCP/Class H/1491,296,2
1567,2/28/2020,DCLPS/2121,DCP/pop/5478,DCCP/Class V/1544,15,8
1568,2/28/2020,DCLPS/2122,DCP/pop/5565,DCCP/Class J /1483,73,7
1569,2/28/2020,DCLPS/2123,DCP/pop/5524,DCCP/Class A/1487,33,6
1570,2/28/2020,DCLPS/2124,DCP/pop/5636,DCCP/Class A/1476,237,2
1571,2/28/2020,DCLPS/2125,DCP/pop/5645,DCCP/Class A/1485,75,9
1572,2/28/2020,DCLPS/2126,DCP/pop/5635,DCCP/Class J /1481,235,0
1573,2/28/2020,DCLPS/2127,DCP/pop/5600,DCCP/Class J /1475,73,5
1574,2/28/2020,DCLPS/2128,DCP/pop/5627,DCCP/Class J /1475,271,9
1575,2/29/2020,DCLPS/2129,DCP/pop/5553,DCCP/Class M/1532,251,3
1576,2/29/2020,DCLPS/2130,DCP/pop/5621,DCCP/Class M/1486,167,0
1577,2/29/2020,DCLPS/2131,DCP/pop/5478,DCCP/Class M/1486,263,0
1578,2/29/2020,DCLPS/2132,DCP/pop/5519,DCCP/Class M/1523,37,10
1579,2/29/2020,DCLPS/2133,DCP/pop/5516,DCCP/Class M/1486,293,6
1580,3/2/2020,DCLPS/2134,DCP/pop/5505,DCCP/Class A/1487,73,6
1581,3/3/2020,DCLPS/2135,DCP/pop/5640,DCCP/Class V/1544,229,9
